Track Name,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Mood_Label,Mental_Health_Benefit,Musical_Features
Paas Aa,Zaeden,55,"['desi pop', 'hindi indie', 'indian edm']",Paas Aa,34,0.705,0.632,11,-4.799,0,0.0322,0.295,5.04E-06,0.172,0.534,94.942,122052,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Hum Gaye Hosanna (Acoustic Version),Yeshua Ministries,40,['hindi worship'],Hum Gaye Hosanna (Acoustic Version),31,0.31,0.201,2,-9.746,1,0.0315,0.668,0,0.104,0.279,144.949,227737,Guilt,"Emotional Release, Reassurance, Self-Compassion","Slow Tempo, Soft Dynamics, Warm Timbre"
Oh Love,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",In Tokens & Charms,34,0.633,0.743,7,-8.029,1,0.0362,0.29,0.00696,0.0629,0.548,176.021,211193,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
"Soul (From ""Honey 3.0"")",Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']","Soul (From ""Honey 3.0"")",31,0.868,0.687,11,-5.847,0,0.0637,0.0342,3.42E-05,0.0891,0.518,139.933,246857,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Ghure Takao,Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Shah Jahan Regency (Original Motion Picture Soundtrack),30,0.551,0.735,7,-6.535,1,0.074,0.0842,0.00123,0.117,0.634,195.945,224272,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Note Fenko - The Karampura Song,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Note Fenko - The Karampura Song,30,0.856,0.935,1,-2.27,1,0.24,0.158,1.24E-05,0.301,0.564,163.932,286829,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Remand,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Kohinoor,30,0.645,0.713,8,-5.41,0,0.189,0.00341,0,0.309,0.214,95.084,210000,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Dori - Acoustic,Lost Stories,47,"['hindi indie', 'indian edm', 'indian indie']",Marigold Soundsystem (Deluxe),32,0.625,0.297,2,-11.056,1,0.0368,0.885,0,0.189,0.819,99.976,143100,Guilt,"Emotional Release, Reassurance, Self-Compassion","Slow Tempo, Soft Dynamics, Warm Timbre"
PANKHUDI,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",PANKHUDI,30,0.843,0.498,1,-5.918,0,0.0664,0.0596,0,0.151,0.516,82.994,234713,neutral,neutral,neutral
Taj,Ritviz,58,"['desi hip hop', 'desi pop', 'hindi indie', 'indian edm', 'indian indie']",Mimmi,31,0.67,0.685,1,-9.029,0,0.0631,0.278,3.56E-06,0.103,0.689,159.942,169508,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Hey Yeeshu Daata,Shirin George,30,['hindi worship'],Hey Yeeshu Daata,31,0.452,0.477,0,-9.583,1,0.0346,0.091,0,0.0932,0.119,143.962,379166,Loneliness,"Emotional Comfort, Self-Expression, Coping with Isolation","Rhythm, Warm Timbre, Moderate Tempo, Nostalgic Themes"
Mera Bhai,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Mera Bhai,30,0.663,0.81,5,-5.826,1,0.385,0.286,0.00034,0.342,0.464,129.062,182774,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Pukaar,Ritviz,58,"['desi hip hop', 'desi pop', 'hindi indie', 'indian edm', 'indian indie']",Mimmi,31,0.534,0.476,7,-8.268,1,0.0325,0.0337,0,0.629,0.593,106.891,136751,neutral,neutral,neutral
Hum Gaye Hosanna,Yeshua Ministries,40,['hindi worship'],Tu Hi Rab Hai,30,0.417,0.591,11,-6.222,0,0.0318,0.178,1.06E-06,0.25,0.194,139.921,379493,Loneliness,"Emotional Comfort, Self-Expression, Coping with Isolation","Rhythm, Warm Timbre, Moderate Tempo, Nostalgic Themes"
Gawah Rehna,Talha Anjum,71,"['desi hip hop', 'hindi hip hop', 'pakistani hip hop', 'urdu hip hop']",Gawah Rehna,34,0.697,0.535,11,-8.344,0,0.367,0.312,3.52E-05,0.0722,0.266,165.921,307644,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Kehna Chahte Hain...,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Lunch Break,30,0.587,0.66,7,-7.057,1,0.158,0.0721,0.0001,0.173,0.296,140.364,107894,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Aisi Jagah Se,Panther,53,"['desi hip hop', 'hindi hip hop']",Flying Towards The City,30,0.79,0.538,4,-8.062,0,0.0927,0.207,1.22E-05,0.0978,0.194,125.613,228809,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Bemisaal,Panther,53,"['desi hip hop', 'hindi hip hop']",Flying Towards The City,30,0.863,0.632,5,-6.493,0,0.239,0.0046,0,0.128,0.588,160.02,220875,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Kya Bolti Public,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",King Of The Streets,31,0.725,0.84,10,-3.669,0,0.262,0.0868,0,0.163,0.491,100.152,144000,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Classy Chapri,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",King Of The Streets,30,0.479,0.892,1,-4.277,1,0.108,0.259,0,0.203,0.599,141.225,175774,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Ek Nagma,Lifafa,39,"['hindi indie', 'indian electronic', 'indian indie', 'new delhi indie']",Jaago,32,0.644,0.696,10,-11.327,1,0.0431,0.131,0.626,0.101,0.202,123.008,261463,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Tootker (feat. George Jacob),Ashley Joseph,29,['hindi worship'],Ye Sheher,30,0.344,0.379,7,-6.724,1,0.032,0.695,0,0.172,0.288,119.924,275583,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
Full Time Lover,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",The Way That Lovers Do,31,0.541,0.254,9,-10.966,1,0.0387,0.929,0.000325,0.101,0.251,187.857,95000,Guilt,"Emotional Release, Reassurance, Self-Compassion","Slow Tempo, Soft Dynamics, Warm Timbre"
Mann Ki Baat,Lifafa,39,"['hindi indie', 'indian electronic', 'indian indie', 'new delhi indie']",SUPERPOWER 2020,31,0.737,0.328,1,-12.305,0,0.0344,0.332,0.000655,0.258,0.299,100.014,216000,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
Purvayi (feat Papon),Midival Punditz,34,"['hindi indie', 'indian electronic', 'indian fusion', 'indian indie', 'indian rock', 'new delhi indie', 'world fusion']",Purvayi,31,0.388,0.697,5,-6.768,1,0.0335,0.00378,0.0183,0.164,0.08,172.084,310146,Loneliness,"Emotional Comfort, Self-Expression, Coping with Isolation","Rhythm, Warm Timbre, Moderate Tempo, Nostalgic Themes"
Ab Hoga Kya,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Raat Raazi,31,0.869,0.458,11,-8.123,1,0.0525,0.495,0.0112,0.0706,0.488,133.943,254301,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Meri Khamoshi Hai,Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Pari (Original Motion Picture Soundtrack),29,0.554,0.285,4,-14.143,1,0.0308,0.836,0.00577,0.118,0.208,92.065,318511,Guilt,"Emotional Release, Reassurance, Self-Compassion","Slow Tempo, Soft Dynamics, Warm Timbre"
"Move - From ""Mr. Nair""",Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']","Move (From ""Mr. Nair"")",29,0.811,0.691,1,-5.559,0,0.0758,0.319,0.001,0.111,0.729,97.012,180254,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Phaka Frame,Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Dwitiyo Purush,29,0.573,0.522,9,-7.735,1,0.0272,0.458,0,0.331,0.351,79.989,345306,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Jungli Sher,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Jungli Sher,29,0.597,0.748,0,-5.906,1,0.223,0.0448,0,0.626,0.73,165.907,186943,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Ruh,Lost Stories,47,"['hindi indie', 'indian edm', 'indian indie']",Ruh,30,0.535,0.866,7,-4.184,0,0.197,0.271,6.29E-05,0.196,0.0946,151.797,151578,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Say My Name,KR$NA,65,"['desi hip hop', 'desi trap', 'hindi hip hop']",Say My Name,30,0.933,0.647,0,-9.553,1,0.264,0.258,0,0.105,0.41,126.959,162519,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Awein Hai,Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Awein Hai,29,0.892,0.884,11,-4.521,0,0.327,0.38,0,0.409,0.738,119.992,267935,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Pataka,Kaam Bhaari,37,"['desi hip hop', 'hindi hip hop']",Pataka,29,0.668,0.669,7,-7.103,1,0.236,0.136,4.67E-05,0.0655,0.608,104.143,178285,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Homeopathy,Panther,53,"['desi hip hop', 'hindi hip hop']",Mtv Hustle 2.0,29,0.904,0.759,10,-8.069,0,0.299,0.24,0,0.0578,0.843,129.937,172605,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Tilak,Bombay Bandook,23,"['hindi indie', 'indian fusion', 'indian indie']",Tilak,29,0.467,0.688,4,-7.007,1,0.0351,0.524,0.0597,0.102,0.393,134.91,359290,neutral,neutral,neutral
Fuck Emiway,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Fuck Emiway,29,0.574,0.647,5,-6.426,0,0.375,0.497,0,0.23,0.527,180.156,171655,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Jaadoogari,Anand Bhaskar Collective,32,"['hindi indie', 'indian fusion', 'indian indie', 'mumbai indie']",Jaadoogari,30,0.506,0.615,2,-6.995,1,0.0326,0.277,0,0.118,0.507,175.002,260000,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Sunny Sunny 2.O,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Yaariyan 2,30,0.757,0.904,11,-4.925,0,0.0504,0.241,0.00144,0.403,0.716,129.998,214714,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Sari Shristi Ke Malik (Body of Christ) - Original,Mukti Masih,16,['hindi worship'],Sari Shristi Ke Malik (Body of Christ) [Original],29,0.201,0.558,4,-8.511,1,0.0352,0.302,1.87E-05,0.116,0.279,82.226,252000,Fear,"Calmness, Reassurance, Grounding","Soft Tempo, Gentle Repetitive Melody"
Tu,Panther,53,"['desi hip hop', 'hindi hip hop']",Chahat,29,0.771,0.86,9,-7.667,0,0.0682,0.618,0.00103,0.228,0.454,91.993,168000,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Black Sheep,Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Black Sheep,29,0.479,0.882,11,-5.281,1,0.295,0.0675,0,0.95,0.657,83.006,273905,Loneliness,"Emotional Comfort, Self-Expression, Coping with Isolation","Rhythm, Warm Timbre, Moderate Tempo, Nostalgic Themes"
We Are The Ones (feat. Gucci Mane),King,70,"['desi pop', 'hindi hip hop']",NEW LIFE,30,0.671,0.856,6,-4.793,0,0.172,0.00856,0.0002,0.664,0.314,144.075,167500,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Tara Khoshe Pore,Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Ghare & Baire,30,0.409,0.29,5,-11.612,1,0.0481,0.849,2.18E-06,0.131,0.38,180.701,177157,Guilt,"Emotional Release, Reassurance, Self-Compassion","Slow Tempo, Soft Dynamics, Warm Timbre"
Jai Jai Naam (Hail Jesus' Name),Sheldon Bangera,41,['hindi worship'],Raaja Hai Mahaan,30,0.657,0.704,2,-7.529,1,0.0411,0.532,0,0.097,0.833,79.998,293586,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Tabla Faad!,Rawal,43,"['desi hip hop', 'desi trap', 'hindi hip hop', 'indian underground rap']",Tabla Faad!,29,0.852,0.736,6,-6.111,1,0.302,0.184,0,0.162,0.803,99.045,143636,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Kaha Hai Tu,Panther,53,"['desi hip hop', 'hindi hip hop']",Mtv Hustle 2.0,29,0.768,0.695,7,-7.134,0,0.296,0.178,0,0.0996,0.414,95.942,196373,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Ilzaam,King,70,"['desi pop', 'hindi hip hop']",Industry,30,0.697,0.66,10,-5.459,0,0.0352,0.472,0,0.243,0.301,93.011,247374,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Memories,King,70,"['desi pop', 'hindi hip hop']",Hustle 1,29,0.521,0.623,3,-14.039,0,0.0685,0.5,0,0.124,0.618,121.035,147960,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
dooriyan,Zaeden,55,"['desi pop', 'hindi indie', 'indian edm']",dooriyan - Single,29,0.735,0.593,11,-7.473,1,0.0885,0.731,0.178,0.135,0.475,160.07,161624,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Yeshu Naam And What A Beautiful Name,Yeshua Ministries,40,['hindi worship'],Yeshu Naam And What A Beautiful Name,30,0.454,0.711,5,-7.419,1,0.0418,0.0883,0,0.0917,0.204,146.013,302465,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Mehndi Te Vavi,Lost Stories,47,"['hindi indie', 'indian edm', 'indian indie']",Mehndi Te Vavi,31,0.57,0.384,0,-10.093,1,0.0335,0.485,0.000164,0.116,0.328,158.854,149433,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
Zubaida (Jungle Remix),Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Zubaida (Jungle Remix),30,0.803,0.893,4,-6.048,1,0.0791,0.0289,4.02E-05,0.283,0.87,126.008,175238,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Daae / Baae,Yashraj,55,"['desi hip hop', 'hindi hip hop']",MERI JAAN PEHLE NAACH,37,0.726,0.742,9,-6.038,0,0.165,0.15,0.000205,0.254,0.659,109.977,236181,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Aa Jao,Panther,53,"['desi hip hop', 'hindi hip hop']",Chahat,29,0.9,0.502,5,-6.13,0,0.104,0.25,5.03E-06,0.0828,0.732,136.024,178000,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
days,Zaeden,55,"['desi pop', 'hindi indie', 'indian edm']",Genesis 1:1,31,0.811,0.499,7,-9.37,1,0.0589,0.255,0.00478,0.189,0.373,144.028,150000,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Pnp,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Bayaan,29,0.665,0.739,6,-8.664,1,0.378,0.603,1.40E-05,0.132,0.382,111.903,181088,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Chaand Baaliyan - On Sitar,Aditya A,61,"['desi pop', 'hindi indie']",The Chaand Baaliyan Jukebox,32,0.616,0.394,2,-8.699,1,0.0392,0.956,0.717,0.131,0.762,128.568,106374,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
Na Darunga (From Team Jesse Collective),Jesse Jonathan David,29,['hindi worship'],Na Darunga (From Team Jesse Collective),29,0.604,0.59,8,-10.001,1,0.0266,0.539,0.000109,0.105,0.49,135.954,314129,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Chinta Na Kar,Joseph Raj Allam,34,['hindi worship'],Chinta Na Kar,29,0.581,0.466,5,-9.47,1,0.0302,0.425,6.75E-05,0.076,0.202,119.98,420000,neutral,neutral,neutral
My Time,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Malum Hai Na,29,0.776,0.857,1,-1.475,1,0.156,0.261,0,0.182,0.459,141.084,166677,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Candy,Lifafa,39,"['hindi indie', 'indian electronic', 'indian indie', 'new delhi indie']",Jaago,31,0.538,0.282,2,-18.193,1,0.03,0.504,0.942,0.165,0.138,108.014,234856,Guilt,"Emotional Release, Reassurance, Self-Compassion","Slow Tempo, Soft Dynamics, Warm Timbre"
Shiva Spirit,DAKU,39,['hindi indie'],Shiva Spirit,31,0.648,0.812,1,-5.597,1,0.0313,0.224,0.000103,0.255,0.36,126.044,240000,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
"Let's Get It Party (From ""Honey 3.0"")",Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']","Let's Get It Party (From ""Honey 3.0"")",29,0.715,0.837,4,-2.83,1,0.047,0.0235,0,0.272,0.39,110.045,200829,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Uss Din,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Bayaan,29,0.76,0.747,0,-5.47,0,0.144,0.0353,0,0.331,0.183,137.834,182608,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
"Sunny Sunny (From ""Yaariyan"")",Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Best Of 2013 - Dance Song,30,0.794,0.878,11,-7.502,0,0.078,0.00138,0.029,0.197,0.352,129.978,243319,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Vella Bambaram,Baba Sehgal,54,"['desi hip hop', 'hindi hip hop']",Saguni,29,0.774,0.889,0,-5.536,1,0.101,0.414,3.40E-05,0.101,0.912,115.977,282750,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
I Never Knew,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",The Way That Lovers Do (Deluxe),30,0.546,0.391,2,-11.55,1,0.0327,0.767,0.0986,0.128,0.538,158.024,162746,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
Kahan Woh Din Gaye,Dream Note,51,"['desi pop', 'hindi indie', 'indian indie']",Girgit Damroo And The Good Trip,30,0.583,0.393,3,-16.389,1,0.0305,0.614,0.00934,0.315,0.186,109.951,240000,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
KOTS - Intro,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",King Of The Streets,29,0.795,0.634,1,-5.78,1,0.0834,0.062,0,0.14,0.199,113.376,120000,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Boom Boom,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Boom Boom,30,0.836,0.865,7,-3.909,1,0.0798,0.519,1.06E-06,0.351,0.55,127.979,210441,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Chidiya Udd,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Nayaab,29,0.713,0.862,2,-6.73,1,0.385,0.324,0,0.129,0.608,94.295,126090,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Jai Jaikar,Jesse Jonathan David,29,['hindi worship'],Tu Zinda Hai,30,0.586,0.377,7,-8.819,1,0.0299,0.682,0,0.396,0.44,119.987,229865,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
Kabhi Na Mili,The Siege,37,"['desi hip hop', 'hindi hip hop', 'indian underground rap']",Slightly Better Days,29,0.74,0.814,4,-6.838,0,0.23,0.641,0,0.14,0.445,91.028,171428,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Tu Zinda Hai,Jesse Jonathan David,29,['hindi worship'],Tu Zinda Hai,30,0.571,0.625,5,-8.235,0,0.0351,0.123,0.00408,0.111,0.122,122.009,258014,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Lutf woh ishq mein,Kavita Seth,64,"['filmi', 'hindi indie', 'modern bollywood', 'sufi']",A Suitable Boy (Original Television Soundtrack),31,0.417,0.487,7,-7.464,1,0.0341,0.604,4.88E-06,0.134,0.413,108.124,242000,neutral,neutral,neutral
Uplift,Pineapple Express,30,"['bangalore indie', 'hindi indie', 'indian fusion', 'indian indie']",Uplift,29,0.48,0.951,1,-4.288,0,0.0681,0.000542,1.61E-05,0.149,0.401,140.02,363683,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Baarishein,Anuv Jain,77,"['desi pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Sajni Aur Saajan - Love Songs,30,0.476,0.124,2,-9.463,1,0.0443,0.927,0,0.0972,0.19,94.299,207312,Guilt,"Emotional Release, Reassurance, Self-Compassion","Slow Tempo, Soft Dynamics, Warm Timbre"
Kohinoor,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Kohinoor,28,0.634,0.884,6,-6.259,1,0.334,0.0994,0,0.266,0.39,103.974,198857,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
ABBU,Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",PRAA,28,0.752,0.764,5,-5.197,0,0.0547,0.181,2.49E-06,0.116,0.711,160.07,169599,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Raaton Ki,Khwaab,35,"['hindi indie', 'indian indie']",Raaton Ki,29,0.4,0.458,9,-10.022,1,0.03,0.703,0.0114,0.152,0.0532,138.26,215217,neutral,neutral,neutral
Moment Hai,King,70,"['desi pop', 'hindi hip hop']",Mtv Hustle,29,0.661,0.878,1,-4.505,1,0.166,0.47,0,0.424,0.455,115.015,153600,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Tere Wargi Nai Ae,Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Tere Wargi Nai Ae,29,0.652,0.662,1,-9.65,0,0.448,0.244,1.98E-06,0.0665,0.499,195.951,227420,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Sadak,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Sadak,28,0.645,0.889,6,-7.098,0,0.0604,0.00587,1.82E-06,0.289,0.314,130.007,152526,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Moscow Mashuka,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Moscow Mashuka,29,0.733,0.641,1,-6.177,1,0.297,0.069,3.33E-06,0.158,0.598,136.059,188167,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Bhasad,Panther,53,"['desi hip hop', 'hindi hip hop']",Mtv Hustle 2.0,28,0.813,0.789,1,-6.584,0,0.277,0.412,0,0.0707,0.841,141.067,184277,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Gold Digger,King,70,"['desi pop', 'hindi hip hop']",Mtv Hustle,28,0.6,0.874,7,-5.567,1,0.204,0.446,0,0.546,0.445,156.003,150480,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
The Key - Freestyle,KR$NA,65,"['desi hip hop', 'desi trap', 'hindi hip hop']",The Key - Freestyle,28,0.817,0.514,8,-8.005,0,0.398,0.0718,0,0.0538,0.482,90.126,101333,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Bann Gayi Zindagi,Bhuvan Bam,42,['hindi indie'],Dhindora,29,0.674,0.719,2,-7.157,1,0.0327,0.796,1.13E-05,0.15,0.646,97.005,186185,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
"Jazbaati Hai Dil - From ""Do Aur Do Pyaar""",Lost Stories,47,"['hindi indie', 'indian edm', 'indian indie']","Jazbaati Hai Dil (From ""Do Aur Do Pyaar"")",30,0.813,0.591,0,-8.327,1,0.101,0.0344,4.31E-05,0.362,0.684,105.03,192000,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
